GEO_ID,Bachelor,Poverty,OldHousing,Black,SimpsonsDI,VacantHousing,OwnerOccupied,FamiliesWithChildren,Pct5Plus
42101000100,79.8,11.7,65.7,10.5,0.4389010000000001,16.2,29.3,3.6,0.0
42101000402,74.5,10.7,19.299999999999997,2.0,0.21209599999999995,13.0,61.9,1.0,0.0
42101000600,80.0,22.5,83.89999999999999,10.3,0.47565699999999994,12.8,2.0,2.3,0.0
42101000700,77.5,28.8,53.0,11.0,0.5877359999999999,18.4,24.8,2.8,0.0
42101000803,85.3,14.9,36.0,0.5,0.216456,9.7,39.2,3.5,0.0
42101000804,80.9,7.2,41.699999999999996,2.6,0.4665120000000001,15.0,25.1,5.9,0.0
42101000901,81.4,21.3,73.30000000000001,8.5,0.5420959999999999,18.1,3.5,3.7,0.0
42101001001,82.2,10.1,28.4,1.1,0.273042,15.4,60.6,6.6,0.0
42101001002,78.0,4.0,44.5,0.7,0.24485200000000004,4.7,58.0,12.6,0.0
42101001600,72.6,7.5,69.8,3.9,0.24450399999999994,14.2,46.1,11.3,0.0
42101001900,59.9,11.7,67.39999999999999,38.2,0.58607,13.6,49.8,14.0,3.1
42101002000,21.8,21.1,81.80000000000001,78.6,0.3636,17.7,52.8,16.4,7.6
42101002200,37.6,37.6,68.7,62.7,0.571262,22.8,43.4,16.3,5.8
42101002400,50.0,10.3,72.89999999999999,9.3,0.6425620000000001,15.3,48.5,15.2,2.0
42101002701,27.3,21.1,67.2,28.1,0.7393039999999999,16.9,44.4,14.3,4.4
42101002801,20.6,21.8,69.7,5.6,0.7203719999999999,19.1,47.4,25.6,3.3
42101003001,21.3,17.2,86.60000000000001,21.2,0.721055,12.5,57.2,25.9,5.4
42101003002,16.9,26.5,75.7,70.8,0.461794,21.4,54.2,15.1,8.9
42101003100,14.9,30.2,79.39999999999999,80.7,0.343556,25.1,49.8,20.2,4.3
42101003200,4.3,33.0,80.0,86.8,0.233994,25.5,57.0,23.2,5.1
